var_id,var_name,var_desc,var_year
C3929400,MS-ACT-START,BEGIN SECTION: CHILD TEMPERAMENT,2008
C3929500,MS-ACT-AGECK1,TEMPERAMENT: MACHINE CHECK - AGE AND ELIGIBILITY CHECK,2008
C3929600,MS-ACT-AGECK2,TEMPERAMENT: MACHINE CHECK - BRANCH ON AGE OF CHILD TO APPROPRIATE SECTION,2008
C3929700,MS-ACT-A01,TEMPERAMENT PART A: HOW OFTEN CHILD SQUIRMS AND KICKS DURING FEEDING,2008
C3929800,MS-ACT-A02,TEMPERAMENT PART A: HOW OFTEN CHILD WAVES ARMS DURING FEEDING,2008
C3929900,MS-ACT-A03,TEMPERAMENT PART A: HOW OFTEN CHILD MOVES AROUND IN CRIB,2008
C3930000,MS-ACT-A04,TEMPERAMENT PART A: HOW OFTEN CHILD GETS SLEEPY AT SAME TIME,2008
C3930100,MS-ACT-A05,TEMPERAMENT PART A: HOW OFTEN CHILD GETS HUNGRY AT SAME TIME,2008
C3930200,MS-ACT-A06,TEMPERAMENT PART A: HOW OFTEN CHILD WAKES IN THE SAME MOOD,2008
C3930300,MS-ACT-A07,"TEMPERAMENT PART A: HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2008
C3930400,MS-ACT-A08,TEMPERAMENT PART A: HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2008
C3930500,MS-ACT-A09,TEMPERAMENT PART A: HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2008
C3930600,MS-ACT-A10,"TEMPERAMENT PART A: HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, OR DENTIST",2008
C3930700,MS-ACT-A11,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2008
C3930800,MS-ACT-A12,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2008
C3930900,MS-ACT-A13,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2008
C3931000,MS-ACT-A14,TEMPERAMENT PART A: HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2008
C3931100,MS-ACT-A15,TEMPERAMENT PART A: HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2008
C3931200,MS-ACT-A16,TEMPERAMENT PART A: HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2008
C3931300,MS-ACT-A17,TEMPERAMENT PART A: HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2008
C3931400,MS-ACT-B01,"TEMPERAMENT PART B: HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2008
C3931500,MS-ACT-B02,TEMPERAMENT PART B: HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2008
C3931600,MS-ACT-B03,TEMPERAMENT PART B: HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2008
C3931700,MS-ACT-B04,"TEMPERAMENT PART B: HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, OR DENTIST",2008
C3931800,MS-ACT-B05,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2008
C3931900,MS-ACT-B06,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2008
C3932000,MS-ACT-B07,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2008
C3932100,MS-ACT-B08,TEMPERAMENT PART B: HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2008
C3932200,MS-ACT-B09,TEMPERAMENT PART B: HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2008
C3932300,MS-ACT-B10,TEMPERAMENT PART B: HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2008
C3932400,MS-ACT-B11,TEMPERAMENT PART B: HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2008
C3932500,MS-ACT-C01,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,2008
C3932600,MS-ACT-C02,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,2008
C3932700,MS-ACT-C03,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,2008
C3932800,MS-ACT-C04,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,2008
C3932900,MS-ACT-C05,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,2008
C3933000,MS-ACT-C06,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,2008
C3933100,MS-ACT-C07,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,2008
C3933200,MS-ACT-C08,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,2008
C3933300,MS-ACT-C09,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,2008
C3933400,MS-ACT-C10,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,2008
C3933500,MS-ACT-C11,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",2008
C3933600,MS-ACT-C12,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,2008
C3933700,MS-ACT-C13,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2008
C3933800,MS-ACT-C14,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,2008
C3933900,MS-ACT-C15,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOTHER ACTIONS,2008
C3934000,MS-ACT-C16,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2008
C3934100,MS-ACT-C17,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,2008
C3934200,MS-ACT-C18,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,2008
C3934300,MS-ACT-C19,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,2008
C3934400,MS-ACT-C20,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD HAS SLEPT THROUGH THE NIGHT IN PAST YEAR,2008
C3934500,MS-ACT-END,END SECTION: CHILD TEMPERAMENT,2008
C3953400,ACTVTY2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: ACTIVITY RAW SCORE,2008
C3953500,PREDCT2008,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: PREDICTABILITY RAW SCORE,2008
C3994800,COMPLY2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,2010
C3994900,INSECUR2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,2010
C3995000,SOCIAB2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,2010
C3995100,ACTVTY2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: ACTIVITY RAW SCORE,2010
C3995200,PREDCT2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: PREDICTABILITY RAW SCORE,2010
C3995300,DIFFIC2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE - ABBREV,2010
C3995400,FEAR2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,2010
C3995500,FRIEND2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE - ABBREV,2010
C3995600,AFFECT2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,2010
C3995700,NEGATV2010,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,2010
C5180600,MS-ACT-START,BEGIN SECTION: CHILD TEMPERAMENT,2010
C5180700,MS-ACT-AGECK1,TEMPERAMENT: MACHINE CHECK - AGE AND ELIGIBILITY CHECK,2010
C5180800,MS-ACT-AGECK2,TEMPERAMENT: MACHINE CHECK - BRANCH ON AGE OF CHILD TO APPROPRIATE SECTION,2010
C5180900,MS-ACT-A01,TEMPERAMENT PART A: HOW OFTEN CHILD SQUIRMS AND KICKS DURING FEEDING,2010
C5181000,MS-ACT-A02,TEMPERAMENT PART A: HOW OFTEN CHILD WAVES ARMS DURING FEEDING,2010
C5181100,MS-ACT-A03,TEMPERAMENT PART A: HOW OFTEN CHILD MOVES AROUND IN CRIB,2010
C5181200,MS-ACT-A04,TEMPERAMENT PART A: HOW OFTEN CHILD GETS SLEEPY AT SAME TIME,2010
C5181300,MS-ACT-A05,TEMPERAMENT PART A: HOW OFTEN CHILD GETS HUNGRY AT SAME TIME,2010
C5181400,MS-ACT-A06,TEMPERAMENT PART A: HOW OFTEN CHILD WAKES IN THE SAME MOOD,2010
C5181500,MS-ACT-A07,"TEMPERAMENT PART A: HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2010
C5181600,MS-ACT-A08,TEMPERAMENT PART A: HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2010
C5181700,MS-ACT-A09,TEMPERAMENT PART A: HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2010
C5181800,MS-ACT-A10,"TEMPERAMENT PART A: HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, OR DENTIST",2010
C5181900,MS-ACT-A11,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2010
C5182000,MS-ACT-A12,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2010
C5182100,MS-ACT-A13,TEMPERAMENT PART A: HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2010
C5182200,MS-ACT-A14,TEMPERAMENT PART A: HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2010
C5182300,MS-ACT-A15,TEMPERAMENT PART A: HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2010
C5182400,MS-ACT-A16,TEMPERAMENT PART A: HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2010
C5182500,MS-ACT-A17,TEMPERAMENT PART A: HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2010
C5182600,MS-ACT-C01,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,2010
C5182700,MS-ACT-C02,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,2010
C5182800,MS-ACT-C03,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,2010
C5182900,MS-ACT-C04,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,2010
C5183000,MS-ACT-C05,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,2010
C5183100,MS-ACT-C06,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,2010
C5183200,MS-ACT-C07,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,2010
C5183300,MS-ACT-C08,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,2010
C5183400,MS-ACT-C09,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,2010
C5183500,MS-ACT-C10,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,2010
C5183600,MS-ACT-C11,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",2010
C5183700,MS-ACT-C12,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,2010
C5183800,MS-ACT-C13,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2010
C5183900,MS-ACT-C14,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,2010
C5184000,MS-ACT-C15,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOTHER ACTIONS,2010
C5184100,MS-ACT-C16,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2010
C5184200,MS-ACT-C17,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,2010
C5184300,MS-ACT-C18,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,2010
C5184400,MS-ACT-C19,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,2010
C5184500,MS-ACT-C20,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD HAS SLEPT THROUGH THE NIGHT IN PAST YEAR,2010
C5184600,MS-ACT-END,END SECTION: CHILD TEMPERAMENT,2010
C5538800,COMPLY2012,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,2012
C5538900,INSECUR2012,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,2012
C5539000,SOCIAB2012,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,2012
C5539100,DIFFIC2012,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE - ABBREV,2012
C5539200,FEAR2012,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,2012
C5539300,FRIEND2012,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE - ABBREV,2012
C5539400,AFFECT2012,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,2012
C5539500,NEGATV2012,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,2012
C5757100,MS-ACT-START,BEGIN SECTION: CHILD TEMPERAMENT,2012
C5757200,MS-ACT-AGECK1,TEMPERAMENT: MACHINE CHECK - AGE AND ELIGIBILITY CHECK,2012
C5757300,MS-ACT-AGECK2,TEMPERAMENT: MACHINE CHECK - BRANCH ON AGE OF CHILD TO APPROPRIATE SECTION,2012
C5757400,MS-ACT-B01,"TEMPERAMENT PART B: HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",2012
C5757500,MS-ACT-B02,TEMPERAMENT PART B: HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,2012
C5757600,MS-ACT-B03,TEMPERAMENT PART B: HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2012
C5757700,MS-ACT-B04,"TEMPERAMENT PART B: HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, OR DENTIST",2012
C5757800,MS-ACT-B05,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,2012
C5757900,MS-ACT-B06,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,2012
C5758000,MS-ACT-B07,TEMPERAMENT PART B: HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,2012
C5758100,MS-ACT-B08,TEMPERAMENT PART B: HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,2012
C5758200,MS-ACT-B09,TEMPERAMENT PART B: HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2012
C5758300,MS-ACT-B10,TEMPERAMENT PART B: HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,2012
C5758400,MS-ACT-B11,TEMPERAMENT PART B: HOW OFTEN CHILD CRIES COMPARED TO OTHERS,2012
C5758500,MS-ACT-C01,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,2012
C5758600,MS-ACT-C02,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,2012
C5758700,MS-ACT-C03,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,2012
C5758800,MS-ACT-C04,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,2012
C5758900,MS-ACT-C05,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,2012
C5759000,MS-ACT-C06,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,2012
C5759100,MS-ACT-C07,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,2012
C5759200,MS-ACT-C08,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,2012
C5759300,MS-ACT-C09,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,2012
C5759400,MS-ACT-C10,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,2012
C5759500,MS-ACT-C11,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",2012
C5759600,MS-ACT-C12,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,2012
C5759700,MS-ACT-C13,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,2012
C5759800,MS-ACT-C14,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,2012
C5759900,MS-ACT-C15,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOTHER ACTIONS,2012
C5760000,MS-ACT-C16,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,2012
C5760100,MS-ACT-C17,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,2012
C5760200,MS-ACT-C18,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,2012
C5760300,MS-ACT-C19,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,2012
C5760400,MS-ACT-C20,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD HAS SLEPT THROUGH THE NIGHT IN PAST YEAR,2012
C5760500,MS-ACT-END,END SECTION: CHILD TEMPERAMENT,2012
Y2267000,VERSION_R26,VERSION_R26 CHILD/YOUNG ADULT,XRND
